n_scored,n_captured,captured_spacing_deg,depth_mode,psnr_render_mean_db,psnr_render_median_db,ssim_render_mean,psnr_baseline_mean_db,psnr_baseline_median_db,ssim_baseline_mean,psnr_gain_db,render_wins_psnr,render_wins_ssim,reconstruct_seconds,render_score_seconds
17,18,20.0,model,15.2213,15.5897,0.39523,15.4871,15.7868,0.38656,-0.2659,8,12,62.19,9.03
